Age,Sex,Location,Year,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±
(40-44),Male,Severozapaden,2020,85,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1359.6,61.2,-94.1,0.3,1444.6 (±61.2),-1359.6 (±61.2),-94.1% (±0.3%)
(45-49),Male,Severozapaden,2020,200,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1244.6,61.2,-86.2,0.5,1444.6 (±61.2),-1244.6 (±61.2),-86.2% (±0.5%)
(50-54),Male,Severozapaden,2020,295,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1149.6,61.2,-79.6,0.8,1444.6 (±61.2),-1149.6 (±61.2),-79.6% (±0.8%)
(55-59),Male,Severozapaden,2020,443,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-1001.6,61.2,-69.3,1.3,1444.6 (±61.2),-1001.6 (±61.2),-69.3% (±1.3%)
(60-64),Male,Severozapaden,2020,672,1473.0,1536.0,1339.0,1398.0,1385.0,1444.6,69.8,1.96,61.2,1383.3999999999999,1505.8,-772.6,61.2,-53.5,1.9,1444.6 (±61.2),-772.6 (±61.2),-53.5% (±1.9%)
(40-44),Male,Shumen,2020,24,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-283.6,21.0,-92.2,0.5,307.6 (±21.0),-283.6 (±21.0),-92.2% (±0.5%)
(45-49),Male,Shumen,2020,38,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-269.6,21.0,-87.6,0.8,307.6 (±21.0),-269.6 (±21.0),-87.6% (±0.8%)
(50-54),Male,Shumen,2020,62,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-245.6,21.0,-79.8,1.3,307.6 (±21.0),-245.6 (±21.0),-79.8% (±1.3%)
(55-59),Male,Shumen,2020,93,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-214.6,21.0,-69.8,1.9,307.6 (±21.0),-214.6 (±21.0),-69.8% (±1.9%)
(60-64),Male,Shumen,2020,144,328.0,299.0,260.0,323.0,304.0,307.6000000000001,24.0,1.96,21.0,286.6000000000001,328.6000000000001,-163.6,21.0,-53.2,3.0,307.6 (±21.0),-163.6 (±21.0),-53.2% (±3.0%)
(40-44),Male,Silistra,2020,16,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-209.6,12.3,-92.9,0.4,225.6 (±12.3),-209.6 (±12.3),-92.9% (±0.4%)
(45-49),Male,Silistra,2020,18,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-207.6,12.3,-92.0,0.4,225.6 (±12.3),-207.6 (±12.3),-92.0% (±0.4%)
(50-54),Male,Silistra,2020,46,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-179.6,12.3,-79.6,1.1,225.6 (±12.3),-179.6 (±12.3),-79.6% (±1.1%)
(55-59),Male,Silistra,2020,83,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-142.6,12.3,-63.2,1.9,225.6 (±12.3),-142.6 (±12.3),-63.2% (±1.9%)
(60-64),Male,Silistra,2020,107,244.0,207.0,225.0,213.0,207.0,225.60000000000005,14.0,1.96,12.3,213.30000000000004,237.90000000000006,-118.6,12.3,-52.6,2.4,225.6 (±12.3),-118.6 (±12.3),-52.6% (±2.4%)
(40-44),Male,Sliven,2020,27,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-292.6,18.8,-91.6,0.4,319.6 (±18.8),-292.6 (±18.8),-91.6% (±0.4%)
(45-49),Male,Sliven,2020,44,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-275.6,18.8,-86.2,0.8,319.6 (±18.8),-275.6 (±18.8),-86.2% (±0.8%)
(50-54),Male,Sliven,2020,56,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-263.6,18.8,-82.5,1.0,319.6 (±18.8),-263.6 (±18.8),-82.5% (±1.0%)
(55-59),Male,Sliven,2020,103,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-216.6,18.8,-67.8,1.8,319.6 (±18.8),-216.6 (±18.8),-67.8% (±1.8%)
(60-64),Male,Sliven,2020,125,292.0,342.0,340.0,308.0,296.0,319.6,21.4,1.96,18.8,300.8,338.40000000000003,-194.6,18.8,-60.9,2.2,319.6 (±18.8),-194.6 (±18.8),-60.9% (±2.2%)
(40-44),Male,Smolyan,2020,12,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-178.8,8.5,-93.7,0.3,190.8 (±8.5),-178.8 (±8.5),-93.7% (±0.3%)
(45-49),Male,Smolyan,2020,21,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-169.8,8.5,-89.0,0.5,190.8 (±8.5),-169.8 (±8.5),-89.0% (±0.5%)
(50-54),Male,Smolyan,2020,36,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-154.8,8.5,-81.1,0.8,190.8 (±8.5),-154.8 (±8.5),-81.1% (±0.8%)
(55-59),Male,Smolyan,2020,69,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-121.8,8.5,-63.8,1.6,190.8 (±8.5),-121.8 (±8.5),-63.8% (±1.6%)
(60-64),Male,Smolyan,2020,103,201.0,172.0,190.0,188.0,195.0,190.80000000000004,9.7,1.96,8.5,182.30000000000004,199.30000000000004,-87.8,8.5,-46.0,2.3,190.8 (±8.5),-87.8 (±8.5),-46.0% (±2.3%)
(40-44),Male,Sofia,2020,41,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-421.8,13.7,-91.1,0.3,462.8 (±13.7),-421.8 (±13.7),-91.1% (±0.3%)
(45-49),Male,Sofia,2020,67,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-395.8,13.7,-85.5,0.4,462.8 (±13.7),-395.8 (±13.7),-85.5% (±0.4%)
(50-54),Male,Sofia,2020,87,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-375.8,13.7,-81.2,0.5,462.8 (±13.7),-375.8 (±13.7),-81.2% (±0.5%)
(55-59),Male,Sofia,2020,155,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-307.8,13.7,-66.5,1.0,462.8 (±13.7),-307.8 (±13.7),-66.5% (±1.0%)
(60-64),Male,Sofia,2020,239,463.0,464.0,470.0,459.0,426.0,462.7999999999999,15.6,1.96,13.7,449.0999999999999,476.4999999999999,-223.8,13.7,-48.4,1.4,462.8 (±13.7),-223.8 (±13.7),-48.4% (±1.4%)
(40-44),Male,Sofia (stolitsa),2020,164,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1434.4,53.6,-89.7,0.4,1598.4 (±53.6),-1434.4 (±53.6),-89.7% (±0.4%)
(45-49),Male,Sofia (stolitsa),2020,239,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1359.4,53.6,-85.0,0.5,1598.4 (±53.6),-1359.4 (±53.6),-85.0% (±0.5%)
(50-54),Male,Sofia (stolitsa),2020,319,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1279.4,53.6,-80.0,0.7,1598.4 (±53.6),-1279.4 (±53.6),-80.0% (±0.7%)
(55-59),Male,Sofia (stolitsa),2020,460,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-1138.4,53.6,-71.2,1.0,1598.4 (±53.6),-1138.4 (±53.6),-71.2% (±1.0%)
(60-64),Male,Sofia (stolitsa),2020,703,1680.0,1550.0,1566.0,1512.0,1516.0,1598.4,61.1,1.96,53.6,1544.8000000000002,1652.0,-895.4,53.6,-56.0,1.4,1598.4 (±53.6),-895.4 (±53.6),-56.0% (±1.4%)
(40-44),Male,Stara Zagora,2020,42,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-505.4,33.9,-92.3,0.5,547.4 (±33.9),-505.4 (±33.9),-92.3% (±0.5%)
(45-49),Male,Stara Zagora,2020,83,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-464.4,33.9,-84.8,0.9,547.4 (±33.9),-464.4 (±33.9),-84.8% (±0.9%)
(50-54),Male,Stara Zagora,2020,106,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-441.4,33.9,-80.6,1.2,547.4 (±33.9),-441.4 (±33.9),-80.6% (±1.2%)
(55-59),Male,Stara Zagora,2020,171,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-376.4,33.9,-68.8,1.8,547.4 (±33.9),-376.4 (±33.9),-68.8% (±1.8%)
(60-64),Male,Stara Zagora,2020,244,534.0,597.0,483.0,536.0,503.0,547.4000000000002,38.7,1.96,33.9,513.5000000000002,581.3000000000002,-303.4,33.9,-55.4,2.6,547.4 (±33.9),-303.4 (±33.9),-55.4% (±2.6%)
(40-44),Male,Targovishte,2020,17,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-185.4,6.8,-91.6,0.3,202.4 (±6.8),-185.4 (±6.8),-91.6% (±0.3%)
(45-49),Male,Targovishte,2020,15,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-187.4,6.8,-92.6,0.2,202.4 (±6.8),-187.4 (±6.8),-92.6% (±0.2%)
(50-54),Male,Targovishte,2020,40,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-162.4,6.8,-80.2,0.7,202.4 (±6.8),-162.4 (±6.8),-80.2% (±0.7%)
(55-59),Male,Targovishte,2020,63,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-139.4,6.8,-68.9,1.0,202.4 (±6.8),-139.4 (±6.8),-68.9% (±1.0%)
(60-64),Male,Targovishte,2020,95,209.0,199.0,187.0,190.0,199.0,202.4,7.8,1.96,6.8,195.6,209.20000000000002,-107.4,6.8,-53.1,1.5,202.4 (±6.8),-107.4 (±6.8),-53.1% (±1.5%)
(40-44),Male,Varna,2020,56,688.0,698.0,640.0,632.0,631.0,667.4000000000001,29.1,1.96,25.5,641.9000000000001,692.9000000000001,-611.4,25.5,-91.6,0.3,667.4 (±25.5),-611.4 (±25.5),-91.6% (±0.3%)
(45-49),Male,Varna,2020,90,688.0,698.0,640.0,632.0,631.0,667.4000000000001,29.1,1.96,25.5,641.9000000000001,692.9000000000001,-577.4,25.5,-86.5,0.5,667.4 (±25.5),-577.4 (±25.5),-86.5% (±0.5%)
(50-54),Male,Varna,2020,141,688.0,698.0,640.0,632.0,631.0,667.4000000000001,29.1,1.96,25.5,641.9000000000001,692.9000000000001,-526.4,25.5,-78.9,0.8,667.4 (±25.5),-526.4 (±25.5),-78.9% (±0.8%)
(55-59),Male,Varna,2020,222,688.0,698.0,640.0,632.0,631.0,667.4000000000001,29.1,1.96,25.5,641.9000000000001,692.9000000000001,-445.4,25.5,-66.7,1.3,667.4 (±25.5),-445.4 (±25.5),-66.7% (±1.3%)
(60-64),Male,Varna,2020,269,688.0,698.0,640.0,632.0,631.0,667.4000000000001,29.1,1.96,25.5,641.9000000000001,692.9000000000001,-398.4,25.5,-59.7,1.5,667.4 (±25.5),-398.4 (±25.5),-59.7% (±1.5%)
(40-44),Male,Veliko Tarnovo,2020,18,417.0,420.0,405.0,404.0,366.0,415.1999999999999,19.3,1.96,16.9,398.2999999999999,432.09999999999985,-397.2,16.9,-95.7,0.1,415.2 (±16.9),-397.2 (±16.9),-95.7% (±0.1%)
(45-49),Male,Veliko Tarnovo,2020,40,417.0,420.0,405.0,404.0,366.0,415.1999999999999,19.3,1.96,16.9,398.2999999999999,432.09999999999985,-375.2,16.9,-90.4,0.3,415.2 (±16.9),-375.2 (±16.9),-90.4% (±0.3%)
(50-54),Male,Veliko Tarnovo,2020,72,417.0,420.0,405.0,404.0,366.0,415.1999999999999,19.3,1.96,16.9,398.2999999999999,432.09999999999985,-343.2,16.9,-82.7,0.6,415.2 (±16.9),-343.2 (±16.9),-82.7% (±0.6%)
(55-59),Male,Veliko Tarnovo,2020,145,417.0,420.0,405.0,404.0,366.0,415.1999999999999,19.3,1.96,16.9,398.2999999999999,432.09999999999985,-270.2,16.9,-65.1,1.3,415.2 (±16.9),-270.2 (±16.9),-65.1% (±1.3%)
(60-64),Male,Veliko Tarnovo,2020,190,417.0,420.0,405.0,404.0,366.0,415.1999999999999,19.3,1.96,16.9,398.2999999999999,432.09999999999985,-225.2,16.9,-54.2,1.8,415.2 (±16.9),-225.2 (±16.9),-54.2% (±1.8%)
(40-44),Male,Vidin,2020,4,179.0,169.0,161.0,181.0,175.0,176.20000000000002,7.3,1.96,6.4,169.8,182.60000000000002,-172.2,6.4,-97.7,0.1,176.2 (±6.4),-172.2 (±6.4),-97.7% (±0.1%)
(45-49),Male,Vidin,2020,27,179.0,169.0,161.0,181.0,175.0,176.20000000000002,7.3,1.96,6.4,169.8,182.60000000000002,-149.2,6.4,-84.7,0.5,176.2 (±6.4),-149.2 (±6.4),-84.7% (±0.5%)
(50-54),Male,Vidin,2020,41,179.0,169.0,161.0,181.0,175.0,176.20000000000002,7.3,1.96,6.4,169.8,182.60000000000002,-135.2,6.4,-76.7,0.8,176.2 (±6.4),-135.2 (±6.4),-76.7% (±0.8%)
(55-59),Male,Vidin,2020,55,179.0,169.0,161.0,181.0,175.0,176.20000000000002,7.3,1.96,6.4,169.8,182.60000000000002,-121.2,6.4,-68.8,1.1,176.2 (±6.4),-121.2 (±6.4),-68.8% (±1.1%)
(60-64),Male,Vidin,2020,75,179.0,169.0,161.0,181.0,175.0,176.20000000000002,7.3,1.96,6.4,169.8,182.60000000000002,-101.2,6.4,-57.4,1.5,176.2 (±6.4),-101.2 (±6.4),-57.4% (±1.5%)
(40-44),Male,Vratsa,2020,12,355.0,362.0,321.0,310.0,314.0,334.8000000000001,21.7,1.96,19.0,315.8000000000001,353.8000000000001,-322.8,19.0,-96.4,0.2,334.8 (±19.0),-322.8 (±19.0),-96.4% (±0.2%)
(45-49),Male,Vratsa,2020,48,355.0,362.0,321.0,310.0,314.0,334.8000000000001,21.7,1.96,19.0,315.8000000000001,353.8000000000001,-286.8,19.0,-85.7,0.7,334.8 (±19.0),-286.8 (±19.0),-85.7% (±0.7%)
(50-54),Male,Vratsa,2020,72,355.0,362.0,321.0,310.0,314.0,334.8000000000001,21.7,1.96,19.0,315.8000000000001,353.8000000000001,-262.8,19.0,-78.5,1.1,334.8 (±19.0),-262.8 (±19.0),-78.5% (±1.1%)
(55-59),Male,Vratsa,2020,116,355.0,362.0,321.0,310.0,314.0,334.8000000000001,21.7,1.96,19.0,315.8000000000001,353.8000000000001,-218.8,19.0,-65.4,1.8,334.8 (±19.0),-218.8 (±19.0),-65.4% (±1.8%)
(60-64),Male,Vratsa,2020,170,355.0,362.0,321.0,310.0,314.0,334.8000000000001,21.7,1.96,19.0,315.8000000000001,353.8000000000001,-164.8,19.0,-49.2,2.8,334.8 (±19.0),-164.8 (±19.0),-49.2% (±2.8%)
(40-44),Male,Yambol,2020,17,221.0,228.0,216.0,239.0,203.0,225.39999999999995,12.0,1.96,10.5,214.89999999999995,235.89999999999995,-208.4,10.5,-92.5,0.3,225.4 (±10.5),-208.4 (±10.5),-92.5% (±0.3%)
(45-49),Male,Yambol,2020,26,221.0,228.0,216.0,239.0,203.0,225.39999999999995,12.0,1.96,10.5,214.89999999999995,235.89999999999995,-199.4,10.5,-88.5,0.5,225.4 (±10.5),-199.4 (±10.5),-88.5% (±0.5%)
(50-54),Male,Yambol,2020,31,221.0,228.0,216.0,239.0,203.0,225.39999999999995,12.0,1.96,10.5,214.89999999999995,235.89999999999995,-194.4,10.5,-86.2,0.7,225.4 (±10.5),-194.4 (±10.5),-86.2% (±0.7%)
(55-59),Male,Yambol,2020,77,221.0,228.0,216.0,239.0,203.0,225.39999999999995,12.0,1.96,10.5,214.89999999999995,235.89999999999995,-148.4,10.5,-65.8,1.6,225.4 (±10.5),-148.4 (±10.5),-65.8% (±1.6%)
(60-64),Male,Yambol,2020,99,221.0,228.0,216.0,239.0,203.0,225.39999999999995,12.0,1.96,10.5,214.89999999999995,235.89999999999995,-126.4,10.5,-56.1,1.9,225.4 (±10.5),-126.4 (±10.5),-56.1% (±1.9%)
(40-44),Male,Yugoiztochen,2020,130,1726.0,1777.0,1660.0,1716.0,1642.0,1743.4000000000003,48.4,1.96,42.4,1701.0000000000002,1785.8000000000004,-1613.4,42.4,-92.5,0.2,1743.4 (±42.4),-1613.4 (±42.4),-92.5% (±0.2%)
(45-49),Male,Yugoiztochen,2020,234,1726.0,1777.0,1660.0,1716.0,1642.0,1743.4000000000003,48.4,1.96,42.4,1701.0000000000002,1785.8000000000004,-1509.4,42.4,-86.6,0.3,1743.4 (±42.4),-1509.4 (±42.4),-86.6% (±0.3%)
(50-54),Male,Yugoiztochen,2020,328,1726.0,1777.0,1660.0,1716.0,1642.0,1743.4000000000003,48.4,1.96,42.4,1701.0000000000002,1785.8000000000004,-1415.4,42.4,-81.2,0.4,1743.4 (±42.4),-1415.4 (±42.4),-81.2% (±0.4%)
(55-59),Male,Yugoiztochen,2020,529,1726.0,1777.0,1660.0,1716.0,1642.0,1743.4000000000003,48.4,1.96,42.4,1701.0000000000002,1785.8000000000004,-1214.4,42.4,-69.7,0.7,1743.4 (±42.4),-1214.4 (±42.4),-69.7% (±0.7%)
(60-64),Male,Yugoiztochen,2020,749,1726.0,1777.0,1660.0,1716.0,1642.0,1743.4000000000003,48.4,1.96,42.4,1701.0000000000002,1785.8000000000004,-994.4,42.4,-57.0,1.1,1743.4 (±42.4),-994.4 (±42.4),-57.0% (±1.1%)
(40-44),Male,Yugozapaden,2020,291,3184.0,3018.0,3037.0,2981.0,2901.0,3084.2000000000007,92.5,1.96,81.1,3003.100000000001,3165.3000000000006,-2793.2,81.1,-90.6,0.2,3084.2 (±81.1),-2793.2 (±81.1),-90.6% (±0.2%)
(45-49),Male,Yugozapaden,2020,414,3184.0,3018.0,3037.0,2981.0,2901.0,3084.2000000000007,92.5,1.96,81.1,3003.100000000001,3165.3000000000006,-2670.2,81.1,-86.6,0.3,3084.2 (±81.1),-2670.2 (±81.1),-86.6% (±0.3%)
(50-54),Male,Yugozapaden,2020,611,3184.0,3018.0,3037.0,2981.0,2901.0,3084.2000000000007,92.5,1.96,81.1,3003.100000000001,3165.3000000000006,-2473.2,81.1,-80.2,0.5,3084.2 (±81.1),-2473.2 (±81.1),-80.2% (±0.5%)
(55-59),Male,Yugozapaden,2020,960,3184.0,3018.0,3037.0,2981.0,2901.0,3084.2000000000007,92.5,1.96,81.1,3003.100000000001,3165.3000000000006,-2124.2,81.1,-68.9,0.8,3084.2 (±81.1),-2124.2 (±81.1),-68.9% (±0.8%)
(60-64),Male,Yugozapaden,2020,1410,3184.0,3018.0,3037.0,2981.0,2901.0,3084.2000000000007,92.5,1.96,81.1,3003.100000000001,3165.3000000000006,-1674.2,81.1,-54.3,1.2,3084.2 (±81.1),-1674.2 (±81.1),-54.3% (±1.2%)
(40-44),Male,Yugozapadna i yuzhna tsentralna Bulgaria,2020,466,5557.0,5288.0,5201.0,5266.0,5061.0,5386.6,161.9,1.96,141.9,5244.700000000001,5528.5,-4920.6,141.9,-91.3,0.3,5386.6 (±141.9),-4920.6 (±141.9),-91.3% (±0.3%)
(45-49),Male,Yugozapadna i yuzhna tsentralna Bulgaria,2020,701,5557.0,5288.0,5201.0,5266.0,5061.0,5386.6,161.9,1.96,141.9,5244.700000000001,5528.5,-4685.6,141.9,-87.0,0.3,5386.6 (±141.9),-4685.6 (±141.9),-87.0% (±0.3%)
(50-54),Male,Yugozapadna i yuzhna tsentralna Bulgaria,2020,1078,5557.0,5288.0,5201.0,5266.0,5061.0,5386.6,161.9,1.96,141.9,5244.700000000001,5528.5,-4308.6,141.9,-80.0,0.5,5386.6 (±141.9),-4308.6 (±141.9),-80.0% (±0.5%)
(55-59),Male,Yugozapadna i yuzhna tsentralna Bulgaria,2020,1673,5557.0,5288.0,5201.0,5266.0,5061.0,5386.6,161.9,1.96,141.9,5244.700000000001,5528.5,-3713.6,141.9,-68.9,0.8,5386.6 (±141.9),-3713.6 (±141.9),-68.9% (±0.8%)
(60-64),Male,Yugozapadna i yuzhna tsentralna Bulgaria,2020,2526,5557.0,5288.0,5201.0,5266.0,5061.0,5386.6,161.9,1.96,141.9,5244.700000000001,5528.5,-2860.6,141.9,-53.1,1.2,5386.6 (±141.9),-2860.6 (±141.9),-53.1% (±1.2%)
(40-44),Male,Yuzhen tsentralen,2020,175,2373.0,2270.0,2164.0,2285.0,2160.0,2302.3999999999996,80.3,1.96,70.4,2231.9999999999995,2372.7999999999997,-2127.4,70.4,-92.4,0.2,2302.4 (±70.4),-2127.4 (±70.4),-92.4% (±0.2%)
(45-49),Male,Yuzhen tsentralen,2020,287,2373.0,2270.0,2164.0,2285.0,2160.0,2302.3999999999996,80.3,1.96,70.4,2231.9999999999995,2372.7999999999997,-2015.4,70.4,-87.5,0.4,2302.4 (±70.4),-2015.4 (±70.4),-87.5% (±0.4%)
(50-54),Male,Yuzhen tsentralen,2020,467,2373.0,2270.0,2164.0,2285.0,2160.0,2302.3999999999996,80.3,1.96,70.4,2231.9999999999995,2372.7999999999997,-1835.4,70.4,-79.7,0.6,2302.4 (±70.4),-1835.4 (±70.4),-79.7% (±0.6%)
(55-59),Male,Yuzhen tsentralen,2020,713,2373.0,2270.0,2164.0,2285.0,2160.0,2302.3999999999996,80.3,1.96,70.4,2231.9999999999995,2372.7999999999997,-1589.4,70.4,-69.0,1.0,2302.4 (±70.4),-1589.4 (±70.4),-69.0% (±1.0%)
(60-64),Male,Yuzhen tsentralen,2020,1116,2373.0,2270.0,2164.0,2285.0,2160.0,2302.3999999999996,80.3,1.96,70.4,2231.9999999999995,2372.7999999999997,-1186.4,70.4,-51.5,1.5,2302.4 (±70.4),-1186.4 (±70.4),-51.5% (±1.5%)
